date,department,test_type,tests_conducted,avg_tat,cost_per_test,total_cost,rejected_tests,rejection_reasons,patient_satisfaction,instrument_name,instrument_utilization
7-Jan-2025,Gynecology & OBG,Pregnancy Test,8,20,250,2000,0,Unknown,3.2,Biochemistry Analyzer,72.53
7-Jan-2025,Gynecology & OBG,Ultrasound,5,45,1200,6000,0,Unknown,4,Ultrasound Machine,72.96
7-Jan-2025,Nephrology,Creatinine Clearance,8,1440,500,4000,0,Unknown,3.4,Hematology Analyzer,74.23
7-Jan-2025,Nephrology,Electrolytes,9,60,300,2700,0,Unknown,3.3,Hematology Analyzer,73.4
7-Jan-2025,Nephrology,Renal Panel,13,120,600,7800,0,Unknown,4.5,Biochemistry Analyzer,77.81
7-Jan-2025,Nephrology,Urine Culture,9,2880,700,6300,0,Unknown,3.8,Hematology Analyzer,79.52
7-Jan-2025,Neurology,CT Brain,14,30,3000,42000,0,Unknown,3.2,CT Scanner,80
7-Jan-2025,Neurology,EEG,10,45,1500,15000,0,Unknown,3.2,Biochemistry Analyzer,77.44
7-Jan-2025,Neurology,Electrolytes,10,60,300,3000,1,Clotted Sample,3.8,Hematology Analyzer,71.19
7-Jan-2025,Neurology,MRI Brain,11,60,5000,55000,0,Unknown,4.6,MRI Machine,70.09
7-Jan-2025,Orthopedics,Calcium,9,60,300,2700,0,Unknown,3,Biochemistry Analyzer,77.8
7-Jan-2025,Orthopedics,MRI Spine,6,60,5000,30000,0,Unknown,3.5,MRI Machine,88.97
7-Jan-2025,Orthopedics,Vitamin D,14,240,800,11200,0,Unknown,4,Biochemistry Analyzer,79.17
7-Jan-2025,Orthopedics,X-Ray,10,30,400,4000,0,Unknown,3.8,X-Ray Machine,74.27
7-Jan-2025,Pediatrics,CBC,20,60,200,4000,0,Unknown,3.7,Hematology Analyzer,70.14
7-Jan-2025,Pediatrics,Rapid Infection Panel,8,120,1200,9600,0,Unknown,4,Hematology Analyzer,74.91
7-Jan-2025,Pediatrics,Stool Test,13,60,200,2600,0,Unknown,3.5,Hematology Analyzer,70.39
7-Jan-2025,Pediatrics,Urine Routine,18,90,150,2700,0,Unknown,3.8,Biochemistry Analyzer,75.98
7-Jan-2025,Pulmonology,ABG Analysis,9,20,500,4500,1,Instrument Failure,4.2,Biochemistry Analyzer,75.87
7-Jan-2025,Pulmonology,Chest X-Ray,8,30,400,3200,0,Unknown,4.2,X-Ray Machine,83.73
7-Jan-2025,Pulmonology,Spirometry,5,30,600,3000,0,Unknown,3.2,Spirometer,71.68
7-Jan-2025,Pulmonology,Sputum AFB,8,2880,500,4000,0,Unknown,3.5,Hematology Analyzer,78.59
8-Jan-2025,Cardiology,ECG,14,15,300,4200,0,Unknown,4,ECG Machine,74.56
8-Jan-2025,Cardiology,Echocardiogram,14,45,2000,28000,1,Clotted Sample,3.2,ECG Machine,79.4
8-Jan-2025,Cardiology,Lipid Profile,14,180,600,8400,0,Unknown,3.5,Hematology Analyzer,75.33
8-Jan-2025,Cardiology,Troponin,14,60,700,9800,0,Unknown,4.5,Biochemistry Analyzer,80.07
8-Jan-2025,General Medicine,Blood Sugar,8,30,100,800,0,Unknown,3.2,Hematology Analyzer,73.1
8-Jan-2025,General Medicine,CBC,13,60,200,2600,0,Unknown,4.3,Hematology Analyzer,75.82
8-Jan-2025,General Medicine,LFT,12,120,400,4800,0,Unknown,3.7,Biochemistry Analyzer,75
8-Jan-2025,General Medicine,Lipid Profile,11,180,600,6600,0,Unknown,4.4,Biochemistry Analyzer,75.75
8-Jan-2025,General Medicine,Urine Routine,8,90,150,1200,0,Unknown,4.2,Biochemistry Analyzer,75.32
8-Jan-2025,General Surgery,CBC,11,60,200,2200,0,Unknown,3.5,Biochemistry Analyzer,78.28
8-Jan-2025,General Surgery,Coagulation Profile,18,150,500,9000,0,Unknown,3.8,Hematology Analyzer,76.28
8-Jan-2025,General Surgery,Crossmatch,11,240,800,8800,0,Unknown,3.3,Biochemistry Analyzer,74.14
8-Jan-2025,General Surgery,LFT,9,120,400,3600,0,Unknown,4.8,Hematology Analyzer,75.44
8-Jan-2025,Gynecology & OBG,CBC,16,60,200,3200,0,Unknown,3.8,Hematology Analyzer,70.75
8-Jan-2025,Gynecology & OBG,Hormone Panel,6,180,1500,9000,0,Unknown,1.5,Biochemistry Analyzer,74.31
8-Jan-2025,Gynecology & OBG,Pregnancy Test,12,20,250,3000,0,Unknown,4.2,Biochemistry Analyzer,71.76
8-Jan-2025,Gynecology & OBG,Ultrasound,7,45,1200,8400,0,Unknown,3.5,Ultrasound Machine,83.14
8-Jan-2025,Nephrology,Creatinine Clearance,17,1440,500,8500,0,Unknown,3.8,Hematology Analyzer,79.46
8-Jan-2025,Nephrology,Electrolytes,7,60,300,2100,0,Unknown,3.2,Hematology Analyzer,78.95
8-Jan-2025,Nephrology,Renal Panel,19,120,600,11400,1,Contaminated Sample,4,Hematology Analyzer,80.32
8-Jan-2025,Nephrology,Urine Culture,10,2880,700,7000,1,Instrument Failure,3.8,Hematology Analyzer,82.62
8-Jan-2025,Neurology,CT Brain,5,30,3000,15000,0,Unknown,4.3,CT Scanner,84.37
8-Jan-2025,Neurology,EEG,12,45,1500,18000,0,Unknown,3.7,Biochemistry Analyzer,76.16
8-Jan-2025,Neurology,Electrolytes,14,60,300,4200,0,Unknown,2.5,Biochemistry Analyzer,77.54
8-Jan-2025,Neurology,MRI Brain,9,60,5000,45000,0,Unknown,4,MRI Machine,75.87
8-Jan-2025,Orthopedics,Calcium,6,60,300,1800,0,Unknown,4.5,Hematology Analyzer,85.94
8-Jan-2025,Orthopedics,MRI Spine,2,60,5000,10000,0,Unknown,4.5,MRI Machine,78.15
8-Jan-2025,Orthopedics,Vitamin D,8,240,800,6400,0,Unknown,3,Biochemistry Analyzer,75.72
8-Jan-2025,Orthopedics,X-Ray,8,30,400,3200,1,Hemolyzed Sample,3.5,X-Ray Machine,75.41
8-Jan-2025,Pediatrics,CBC,12,60,200,2400,0,Unknown,3.5,Hematology Analyzer,77.39
8-Jan-2025,Pediatrics,Rapid Infection Panel,10,120,1200,12000,0,Unknown,3.2,Biochemistry Analyzer,77.34
8-Jan-2025,Pediatrics,Stool Test,9,60,200,1800,1,Insufficient Volume,4.4,Biochemistry Analyzer,79.9
8-Jan-2025,Pediatrics,Urine Routine,10,90,150,1500,1,Expired Reagent,3.8,Biochemistry Analyzer,73.82
8-Jan-2025,Pulmonology,ABG Analysis,8,20,500,4000,0,Unknown,4.6,Biochemistry Analyzer,76.77
8-Jan-2025,Pulmonology,Chest X-Ray,10,30,400,4000,0,Unknown,3.2,X-Ray Machine,73.56
8-Jan-2025,Pulmonology,Spirometry,11,30,600,6600,0,Unknown,2.8,Spirometer,83.75
8-Jan-2025,Pulmonology,Sputum AFB,6,2880,500,3000,0,Unknown,4,Biochemistry Analyzer,66.55
9-Jan-2025,Cardiology,ECG,11,15,300,3300,0,Unknown,4.2,ECG Machine,74.73
9-Jan-2025,Cardiology,Echocardiogram,8,45,2000,16000,0,Unknown,4.4,ECG Machine,76.57
9-Jan-2025,Cardiology,Lipid Profile,15,180,600,9000,1,Clotted Sample,3.4,Biochemistry Analyzer,72.64
9-Jan-2025,Cardiology,Troponin,18,60,700,12600,0,Unknown,4.2,Biochemistry Analyzer,82.09
9-Jan-2025,General Medicine,Blood Sugar,11,30,100,1100,0,Unknown,3.8,Biochemistry Analyzer,78.84
9-Jan-2025,General Medicine,CBC,13,60,200,2600,0,Unknown,3.6,Hematology Analyzer,79.66
9-Jan-2025,General Medicine,LFT,7,120,400,2800,0,Unknown,3.8,Hematology Analyzer,78.1
9-Jan-2025,General Medicine,Lipid Profile,11,180,600,6600,0,Unknown,2.8,Biochemistry Analyzer,67.5
9-Jan-2025,General Medicine,Urine Routine,15,90,150,2250,0,Unknown,4.7,Biochemistry Analyzer,82.64
9-Jan-2025,General Surgery,CBC,8,60,200,1600,0,Unknown,3.2,Biochemistry Analyzer,75.86
9-Jan-2025,General Surgery,Coagulation Profile,7,150,500,3500,0,Unknown,4,Biochemistry Analyzer,73.21
9-Jan-2025,General Surgery,Crossmatch,7,240,800,5600,0,Unknown,4.2,Biochemistry Analyzer,77.25
9-Jan-2025,General Surgery,LFT,9,120,400,3600,0,Unknown,3.5,Biochemistry Analyzer,80.72
9-Jan-2025,Gynecology & OBG,CBC,12,60,200,2400,0,Unknown,4.3,Biochemistry Analyzer,75.41
9-Jan-2025,Gynecology & OBG,Hormone Panel,9,180,1500,13500,1,Clotted Sample,5,Hematology Analyzer,68.96
9-Jan-2025,Gynecology & OBG,Pregnancy Test,12,20,250,3000,1,Instrument Failure,4.5,Biochemistry Analyzer,73.99
9-Jan-2025,Gynecology & OBG,Ultrasound,11,45,1200,13200,0,Unknown,3.8,Ultrasound Machine,82.69
9-Jan-2025,Nephrology,Creatinine Clearance,11,1440,500,5500,0,Unknown,3.5,Biochemistry Analyzer,79.9
9-Jan-2025,Nephrology,Electrolytes,11,60,300,3300,0,Unknown,3.4,Hematology Analyzer,77.02
9-Jan-2025,Nephrology,Renal Panel,11,120,600,6600,0,Unknown,3.4,Hematology Analyzer,76.62
9-Jan-2025,Nephrology,Urine Culture,7,2880,700,4900,0,Unknown,3.6,Hematology Analyzer,78.5
9-Jan-2025,Neurology,CT Brain,7,30,3000,21000,0,Unknown,4,CT Scanner,75.17
9-Jan-2025,Neurology,EEG,7,45,1500,10500,0,Unknown,3.8,Biochemistry Analyzer,74.34
9-Jan-2025,Neurology,Electrolytes,5,60,300,1500,1,Insufficient Volume,3,Biochemistry Analyzer,78.11
9-Jan-2025,Neurology,MRI Brain,4,60,5000,20000,0,Unknown,2.5,MRI Machine,79.84
9-Jan-2025,Orthopedics,Calcium,7,60,300,2100,1,Clotted Sample,3,Hematology Analyzer,81.4
9-Jan-2025,Orthopedics,MRI Spine,15,60,5000,75000,0,Unknown,3.5,MRI Machine,80.47
9-Jan-2025,Orthopedics,Vitamin D,11,240,800,8800,0,Unknown,4,Hematology Analyzer,79.55
9-Jan-2025,Orthopedics,X-Ray,9,30,400,3600,0,Unknown,4,X-Ray Machine,76.05
9-Jan-2025,Pediatrics,CBC,14,60,200,2800,0,Unknown,3.3,Hematology Analyzer,81.24
9-Jan-2025,Pediatrics,Rapid Infection Panel,11,120,1200,13200,0,Unknown,3.4,Hematology Analyzer,80.66
9-Jan-2025,Pediatrics,Stool Test,8,60,200,1600,0,Unknown,3.2,Biochemistry Analyzer,79.06
9-Jan-2025,Pediatrics,Urine Routine,4,90,150,600,1,Insufficient Volume,4.3,Biochemistry Analyzer,84.79
9-Jan-2025,Pulmonology,ABG Analysis,13,20,500,6500,1,Contaminated Sample,3.8,Hematology Analyzer,71.38
9-Jan-2025,Pulmonology,Chest X-Ray,10,30,400,4000,0,Unknown,3.8,X-Ray Machine,74.38
9-Jan-2025,Pulmonology,Spirometry,10,30,600,6000,0,Unknown,4,Spirometer,77.9
9-Jan-2025,Pulmonology,Sputum AFB,14,2880,500,7000,0,Unknown,3.7,Hematology Analyzer,78.81
10-Jan-2025,Cardiology,ECG,10,15,300,3000,1,Insufficient Volume,3.6,ECG Machine,69.89
10-Jan-2025,Cardiology,Echocardiogram,17,45,2000,34000,0,Unknown,3.4,ECG Machine,79.03
10-Jan-2025,Cardiology,Lipid Profile,7,180,600,4200,0,Unknown,3.2,Biochemistry Analyzer,72.44
10-Jan-2025,Cardiology,Troponin,8,60,700,5600,0,Unknown,3.7,Biochemistry Analyzer,81.04
10-Jan-2025,General Medicine,Blood Sugar,11,30,100,1100,1,Hemolyzed Sample,4,Hematology Analyzer,75.33
10-Jan-2025,General Medicine,CBC,9,60,200,1800,1,Expired Reagent,4.2,Hematology Analyzer,80.34
10-Jan-2025,General Medicine,LFT,11,120,400,4400,0,Unknown,4,Biochemistry Analyzer,75.03
10-Jan-2025,General Medicine,Lipid Profile,6,180,600,3600,0,Unknown,3.6,Biochemistry Analyzer,77.97
10-Jan-2025,General Medicine,Urine Routine,10,90,150,1500,0,Unknown,4.5,Hematology Analyzer,75.93
10-Jan-2025,General Surgery,CBC,17,60,200,3400,0,Unknown,4.2,Hematology Analyzer,72.86
10-Jan-2025,General Surgery,Coagulation Profile,14,150,500,7000,0,Unknown,3.6,Hematology Analyzer,76.09
10-Jan-2025,General Surgery,Crossmatch,11,240,800,8800,0,Unknown,3.5,Hematology Analyzer,87.4
10-Jan-2025,General Surgery,LFT,9,120,400,3600,0,Unknown,3.2,Hematology Analyzer,80.61
10-Jan-2025,Gynecology & OBG,CBC,17,60,200,3400,1,Expired Reagent,4.2,Biochemistry Analyzer,79.26
10-Jan-2025,Gynecology & OBG,Hormone Panel,12,180,1500,18000,0,Unknown,4.4,Biochemistry Analyzer,75.8
10-Jan-2025,Gynecology & OBG,Pregnancy Test,13,20,250,3250,0,Unknown,4,Hematology Analyzer,83.18
10-Jan-2025,Gynecology & OBG,Ultrasound,13,45,1200,15600,1,Expired Reagent,3.2,Ultrasound Machine,76.57
10-Jan-2025,Nephrology,Creatinine Clearance,10,1440,500,5000,0,Unknown,3.8,Biochemistry Analyzer,85.54
10-Jan-2025,Nephrology,Electrolytes,15,60,300,4500,1,Expired Reagent,4,Biochemistry Analyzer,73.95
10-Jan-2025,Nephrology,Renal Panel,6,120,600,3600,1,Contaminated Sample,3.8,Biochemistry Analyzer,75.21
10-Jan-2025,Nephrology,Urine Culture,11,2880,700,7700,0,Unknown,4,Biochemistry Analyzer,78.14
10-Jan-2025,Neurology,CT Brain,19,30,3000,57000,0,Unknown,4,CT Scanner,76.78
10-Jan-2025,Neurology,EEG,14,45,1500,21000,1,Clotted Sample,3.8,Biochemistry Analyzer,81.22
10-Jan-2025,Neurology,Electrolytes,12,60,300,3600,0,Unknown,4,Hematology Analyzer,67.93
10-Jan-2025,Neurology,MRI Brain,10,60,5000,50000,1,Instrument Failure,3.5,MRI Machine,80.78
10-Jan-2025,Orthopedics,Calcium,8,60,300,2400,0,Unknown,4.6,Hematology Analyzer,88.88
10-Jan-2025,Orthopedics,MRI Spine,17,60,5000,85000,1,Clotted Sample,3.8,MRI Machine,76.07
10-Jan-2025,Orthopedics,Vitamin D,14,240,800,11200,0,Unknown,3.3,Hematology Analyzer,76.42
10-Jan-2025,Orthopedics,X-Ray,12,30,400,4800,0,Unknown,4.2,X-Ray Machine,75.29
10-Jan-2025,Pediatrics,CBC,10,60,200,2000,1,Hemolyzed Sample,4.2,Biochemistry Analyzer,85.19
10-Jan-2025,Pediatrics,Rapid Infection Panel,10,120,1200,12000,0,Unknown,4.3,Biochemistry Analyzer,82.4
10-Jan-2025,Pediatrics,Stool Test,12,60,200,2400,0,Unknown,4.2,Hematology Analyzer,78
10-Jan-2025,Pediatrics,Urine Routine,17,90,150,2550,1,Clotted Sample,4,Biochemistry Analyzer,81.61
10-Jan-2025,Pulmonology,ABG Analysis,10,20,500,5000,1,Insufficient Volume,4.2,Biochemistry Analyzer,86.5
10-Jan-2025,Pulmonology,Chest X-Ray,9,30,400,3600,0,Unknown,4.4,X-Ray Machine,74.33
10-Jan-2025,Pulmonology,Spirometry,5,30,600,3000,1,Contaminated Sample,2.7,Spirometer,87.94
10-Jan-2025,Pulmonology,Sputum AFB,13,2880,500,6500,0,Unknown,4.4,Biochemistry Analyzer,66.9
11-Jan-2025,Cardiology,ECG,14,15,300,4200,1,Hemolyzed Sample,3,ECG Machine,71.63
11-Jan-2025,Cardiology,Echocardiogram,17,45,2000,34000,0,Unknown,4.2,ECG Machine,77.63
11-Jan-2025,Cardiology,Lipid Profile,9,180,600,5400,0,Unknown,4.2,Hematology Analyzer,72.25
11-Jan-2025,Cardiology,Troponin,10,60,700,7000,0,Unknown,4.2,Biochemistry Analyzer,82.61
11-Jan-2025,General Medicine,Blood Sugar,9,30,100,900,0,Unknown,2.8,Biochemistry Analyzer,82.72
11-Jan-2025,General Medicine,CBC,11,60,200,2200,0,Unknown,4.4,Hematology Analyzer,81.35
11-Jan-2025,General Medicine,LFT,9,120,400,3600,1,Clotted Sample,3.2,Biochemistry Analyzer,76.98
11-Jan-2025,General Medicine,Lipid Profile,10,180,600,6000,0,Unknown,3.7,Hematology Analyzer,76.24
11-Jan-2025,General Medicine,Urine Routine,14,90,150,2100,0,Unknown,4.6,Hematology Analyzer,75.11
11-Jan-2025,General Surgery,CBC,14,60,200,2800,0,Unknown,4.5,Hematology Analyzer,80.06
11-Jan-2025,General Surgery,Coagulation Profile,12,150,500,6000,0,Unknown,3.7,Hematology Analyzer,80.67
11-Jan-2025,General Surgery,Crossmatch,4,240,800,3200,0,Unknown,4.5,Biochemistry Analyzer,92.07
11-Jan-2025,General Surgery,LFT,11,120,400,4400,0,Unknown,4.3,Hematology Analyzer,72.81
11-Jan-2025,Gynecology & OBG,CBC,10,60,200,2000,1,Hemolyzed Sample,3.8,Hematology Analyzer,67.17
11-Jan-2025,Gynecology & OBG,Hormone Panel,11,180,1500,16500,1,Clotted Sample,3.8,Biochemistry Analyzer,79.91
11-Jan-2025,Gynecology & OBG,Pregnancy Test,14,20,250,3500,0,Unknown,3.6,Biochemistry Analyzer,79.12
11-Jan-2025,Gynecology & OBG,Ultrasound,16,45,1200,19200,1,Instrument Failure,3.8,Ultrasound Machine,81.61
11-Jan-2025,Nephrology,Creatinine Clearance,8,1440,500,4000,1,Insufficient Volume,3.8,Biochemistry Analyzer,75.83
11-Jan-2025,Nephrology,Electrolytes,5,60,300,1500,0,Unknown,3.5,Biochemistry Analyzer,77.28
11-Jan-2025,Nephrology,Renal Panel,4,120,600,2400,0,Unknown,4,Biochemistry Analyzer,75.48
11-Jan-2025,Nephrology,Urine Culture,12,2880,700,8400,0,Unknown,3.8,Hematology Analyzer,79.07
11-Jan-2025,Neurology,CT Brain,8,30,3000,24000,2,"Insufficient Volume,Expired Reagent",3.2,CT Scanner,66.48
11-Jan-2025,Neurology,EEG,13,45,1500,19500,0,Unknown,3.3,Biochemistry Analyzer,83.51
11-Jan-2025,Neurology,Electrolytes,5,60,300,1500,0,Unknown,3.2,Biochemistry Analyzer,81.14
11-Jan-2025,Neurology,MRI Brain,12,60,5000,60000,1,Contaminated Sample,4.2,MRI Machine,77.43
11-Jan-2025,Orthopedics,Calcium,7,60,300,2100,0,Unknown,4.4,Hematology Analyzer,77.71
11-Jan-2025,Orthopedics,MRI Spine,9,60,5000,45000,2,"Instrument Failure,Insufficient Volume",3.2,MRI Machine,78.44
11-Jan-2025,Orthopedics,Vitamin D,3,240,800,2400,0,Unknown,4,Biochemistry Analyzer,90.54
11-Jan-2025,Orthopedics,X-Ray,12,30,400,4800,0,Unknown,4.5,X-Ray Machine,70.54
11-Jan-2025,Pediatrics,CBC,13,60,200,2600,0,Unknown,3.6,Biochemistry Analyzer,84.85
11-Jan-2025,Pediatrics,Rapid Infection Panel,11,120,1200,13200,0,Unknown,3.6,Biochemistry Analyzer,72.22
11-Jan-2025,Pediatrics,Stool Test,15,60,200,3000,1,Clotted Sample,3.7,Biochemistry Analyzer,74.53
11-Jan-2025,Pediatrics,Urine Routine,12,90,150,1800,0,Unknown,3.8,Biochemistry Analyzer,77.93
11-Jan-2025,Pulmonology,ABG Analysis,17,20,500,8500,2,"Insufficient Volume,Instrument Failure",4,Hematology Analyzer,78.25
11-Jan-2025,Pulmonology,Chest X-Ray,6,30,400,2400,0,Unknown,3.8,X-Ray Machine,71.26
11-Jan-2025,Pulmonology,Spirometry,10,30,600,6000,0,Unknown,3.8,Spirometer,82.07
11-Jan-2025,Pulmonology,Sputum AFB,7,2880,500,3500,0,Unknown,4.2,Hematology Analyzer,77.59
12-Jan-2025,Cardiology,ECG,10,15,300,3000,0,Unknown,4,ECG Machine,73.99
12-Jan-2025,Cardiology,Echocardiogram,7,45,2000,14000,0,Unknown,4,ECG Machine,79.82
12-Jan-2025,Cardiology,Lipid Profile,9,180,600,5400,1,Hemolyzed Sample,4,Hematology Analyzer,80.53
12-Jan-2025,Cardiology,Troponin,16,60,700,11200,1,Clotted Sample,3.5,Biochemistry Analyzer,76.23
12-Jan-2025,General Medicine,Blood Sugar,13,30,100,1300,0,Unknown,4,Hematology Analyzer,75.17
12-Jan-2025,General Medicine,CBC,11,60,200,2200,1,Contaminated Sample,3.5,Hematology Analyzer,76.77
12-Jan-2025,General Medicine,LFT,8,120,400,3200,0,Unknown,3.4,Biochemistry Analyzer,71.48
12-Jan-2025,General Medicine,Lipid Profile,16,180,600,9600,0,Unknown,3.7,Biochemistry Analyzer,81.58
12-Jan-2025,General Medicine,Urine Routine,3,90,150,450,0,Unknown,3.7,Biochemistry Analyzer,73.71
12-Jan-2025,General Surgery,CBC,10,60,200,2000,0,Unknown,3.7,Biochemistry Analyzer,77.81
12-Jan-2025,General Surgery,Coagulation Profile,18,150,500,9000,1,Contaminated Sample,4.3,Biochemistry Analyzer,74.85
12-Jan-2025,General Surgery,Crossmatch,9,240,800,7200,0,Unknown,4,Hematology Analyzer,75.73
12-Jan-2025,General Surgery,LFT,8,120,400,3200,0,Unknown,3.7,Biochemistry Analyzer,73.11
12-Jan-2025,Gynecology & OBG,CBC,13,60,200,2600,0,Unknown,3.8,Biochemistry Analyzer,73.85
12-Jan-2025,Gynecology & OBG,Hormone Panel,9,180,1500,13500,1,Insufficient Volume,4,Hematology Analyzer,75.25
12-Jan-2025,Gynecology & OBG,Pregnancy Test,13,20,250,3250,0,Unknown,3.8,Hematology Analyzer,82.69
12-Jan-2025,Gynecology & OBG,Ultrasound,7,45,1200,8400,0,Unknown,4.2,Ultrasound Machine,76.44
12-Jan-2025,Nephrology,Creatinine Clearance,17,1440,500,8500,2,"Clotted Sample,Instrument Failure",4,Biochemistry Analyzer,72.74
12-Jan-2025,Nephrology,Electrolytes,15,60,300,4500,1,Clotted Sample,3.8,Hematology Analyzer,83.73
12-Jan-2025,Nephrology,Renal Panel,11,120,600,6600,0,Unknown,4.2,Hematology Analyzer,79.63
12-Jan-2025,Nephrology,Urine Culture,10,2880,700,7000,0,Unknown,3,Hematology Analyzer,74.07
12-Jan-2025,Neurology,CT Brain,7,30,3000,21000,0,Unknown,3.5,CT Scanner,78.9
12-Jan-2025,Neurology,EEG,11,45,1500,16500,0,Unknown,3,Biochemistry Analyzer,83.95
12-Jan-2025,Neurology,Electrolytes,12,60,300,3600,0,Unknown,4,Hematology Analyzer,77.45
12-Jan-2025,Neurology,MRI Brain,10,60,5000,50000,0,Unknown,3.8,MRI Machine,81.68
12-Jan-2025,Orthopedics,Calcium,9,60,300,2700,0,Unknown,4,Hematology Analyzer,77.73
12-Jan-2025,Orthopedics,MRI Spine,11,60,5000,55000,1,Expired Reagent,4.5,MRI Machine,79.55
12-Jan-2025,Orthopedics,Vitamin D,9,240,800,7200,0,Unknown,3.2,Biochemistry Analyzer,76.65
12-Jan-2025,Orthopedics,X-Ray,11,30,400,4400,0,Unknown,4.2,X-Ray Machine,82.64
12-Jan-2025,Pediatrics,CBC,13,60,200,2600,0,Unknown,3.8,Biochemistry Analyzer,79.45
12-Jan-2025,Pediatrics,Rapid Infection Panel,18,120,1200,21600,1,Instrument Failure,4.2,Biochemistry Analyzer,72.19
12-Jan-2025,Pediatrics,Stool Test,10,60,200,2000,1,Expired Reagent,3.8,Hematology Analyzer,80.22
12-Jan-2025,Pediatrics,Urine Routine,7,90,150,1050,0,Unknown,4.6,Biochemistry Analyzer,82.1
12-Jan-2025,Pulmonology,ABG Analysis,13,20,500,6500,0,Unknown,3.3,Biochemistry Analyzer,73.7
12-Jan-2025,Pulmonology,Chest X-Ray,12,30,400,4800,0,Unknown,3.5,X-Ray Machine,77
12-Jan-2025,Pulmonology,Spirometry,12,30,600,7200,2,"Clotted Sample,Expired Reagent",3.5,Spirometer,79.95
12-Jan-2025,Pulmonology,Sputum AFB,11,2880,500,5500,1,Expired Reagent,3.8,Hematology Analyzer,81.02
13-Jan-2025,Cardiology,ECG,11,15,300,3300,1,Expired Reagent,3.2,ECG Machine,70.16
13-Jan-2025,Cardiology,Echocardiogram,11,45,2000,22000,0,Unknown,4.4,ECG Machine,69.64
13-Jan-2025,Cardiology,Lipid Profile,17,180,600,10200,0,Unknown,4.3,Hematology Analyzer,78.76
13-Jan-2025,Cardiology,Troponin,10,60,700,7000,0,Unknown,4,Biochemistry Analyzer,78.46
13-Jan-2025,General Medicine,Blood Sugar,6,30,100,600,2,"Insufficient Volume,Clotted Sample",3.2,Biochemistry Analyzer,78.8
13-Jan-2025,General Medicine,CBC,15,60,200,3000,0,Unknown,3.2,Biochemistry Analyzer,76.29
13-Jan-2025,General Medicine,LFT,11,120,400,4400,0,Unknown,3.8,Biochemistry Analyzer,84.27
13-Jan-2025,General Medicine,Lipid Profile,11,180,600,6600,1,Contaminated Sample,4.2,Biochemistry Analyzer,81.22
13-Jan-2025,General Medicine,Urine Routine,11,90,150,1650,0,Unknown,4.2,Biochemistry Analyzer,82.55
13-Jan-2025,General Surgery,CBC,10,60,200,2000,0,Unknown,3.5,Biochemistry Analyzer,75.54
13-Jan-2025,General Surgery,Coagulation Profile,8,150,500,4000,0,Unknown,4,Biochemistry Analyzer,73.67
13-Jan-2025,General Surgery,Crossmatch,15,240,800,12000,0,Unknown,4.6,Biochemistry Analyzer,78.63
13-Jan-2025,General Surgery,LFT,12,120,400,4800,1,Expired Reagent,4.2,Biochemistry Analyzer,78.65
13-Jan-2025,Gynecology & OBG,CBC,12,60,200,2400,0,Unknown,3.2,Biochemistry Analyzer,79.56
13-Jan-2025,Gynecology & OBG,Hormone Panel,9,180,1500,13500,0,Unknown,3,Biochemistry Analyzer,67.65
13-Jan-2025,Gynecology & OBG,Pregnancy Test,6,20,250,1500,0,Unknown,5,Biochemistry Analyzer,69.28
13-Jan-2025,Gynecology & OBG,Ultrasound,10,45,1200,12000,0,Unknown,4.2,Ultrasound Machine,83.22
13-Jan-2025,Nephrology,Creatinine Clearance,9,1440,500,4500,0,Unknown,3.8,Biochemistry Analyzer,73.12
13-Jan-2025,Nephrology,Electrolytes,12,60,300,3600,0,Unknown,3.8,Hematology Analyzer,75.59
13-Jan-2025,Nephrology,Renal Panel,13,120,600,7800,0,Unknown,3.5,Biochemistry Analyzer,81.52
13-Jan-2025,Nephrology,Urine Culture,9,2880,700,6300,0,Unknown,3.5,Hematology Analyzer,72.32
13-Jan-2025,Neurology,CT Brain,7,30,3000,21000,0,Unknown,2.5,CT Scanner,76.91
13-Jan-2025,Neurology,EEG,8,45,1500,12000,0,Unknown,5,Hematology Analyzer,81.96
13-Jan-2025,Neurology,Electrolytes,13,60,300,3900,0,Unknown,4.2,Biochemistry Analyzer,72.65
13-Jan-2025,Neurology,MRI Brain,11,60,5000,55000,0,Unknown,3.8,MRI Machine,81.09
13-Jan-2025,Orthopedics,Calcium,10,60,300,3000,0,Unknown,4.4,Biochemistry Analyzer,73.08
13-Jan-2025,Orthopedics,MRI Spine,12,60,5000,60000,0,Unknown,4,MRI Machine,68.93
13-Jan-2025,Orthopedics,Vitamin D,17,240,800,13600,1,Instrument Failure,3.5,Biochemistry Analyzer,78.9
13-Jan-2025,Orthopedics,X-Ray,9,30,400,3600,0,Unknown,3.5,X-Ray Machine,77.03
13-Jan-2025,Pediatrics,CBC,12,60,200,2400,0,Unknown,4.2,Hematology Analyzer,67.65
13-Jan-2025,Pediatrics,Rapid Infection Panel,7,120,1200,8400,0,Unknown,3.6,Hematology Analyzer,80.46
13-Jan-2025,Pediatrics,Stool Test,7,60,200,1400,0,Unknown,4.6,Biochemistry Analyzer,66.67
