date,department,new_inpatient_admissions,new_outpatients,new_icu_admissions,post_op_complications,complications_rate,avg_length_of_stay,patients_per_doctor,consultations_per_shift,patient_satisfaction_score,bed_occupancy,diagnosis_name,diagnosis_inpatient_volume,diagnosis_outpatient_volume,diagnosis_cost,readmissions,readmission_rate,nurse_to_patient_ratio,ot_slots_available,ot_slots_used,ot_utilization_rate,ed_visit_volume,ed_wait_time
4-Jan-2025,Neurology,0,16,0,0,0,0.7,15,12,3.88,91,Neuropathy,0,16,35200,0,0,0.27,0,0,0,17,24
4-Jan-2025,Neurology,18,0,1,0,0,3.9,23,8,4.27,94,Meningitis,18,0,242676,0,0,0.27,0,0,0,15,5
4-Jan-2025,Neurology,0,42,0,0,0,0.8,15,10,3.94,73,Parkinsonism,0,42,92400,0,0,0.2,0,0,0,25,25
4-Jan-2025,Gynecology & OBG,20,0,3,3,15,3.6,16,9,4.59,67,Normal Delivery,20,0,210400,1,5,0.29,11,0,0,15,33
4-Jan-2025,Gynecology & OBG,13,0,2,2,15.38,6.8,12,6,4.62,86,C-Section,13,0,106626,0,0,0.26,5,3,60,18,48
4-Jan-2025,Gynecology & OBG,0,17,0,0,0,1.3,24,4,4.1,72,PCOS,0,17,34000,0,0,0.2,6,3,50,8,21
4-Jan-2025,Gynecology & OBG,0,23,0,0,0,1.4,20,4,4.16,83,Antenatal Checkup,0,23,46000,0,0,0.27,10,2,20,7,32
4-Jan-2025,Gynecology & OBG,18,0,3,2,11.11,4.4,21,8,4.66,80,Fibroid Uterus,18,0,159102,0,0,0.18,5,3,60,22,34
4-Jan-2025,Gynecology & OBG,0,42,0,0,0,1.1,26,7,4.65,83,Menstrual Disorder,0,42,84000,0,0,0.2,9,5,55.56,7,13
4-Jan-2025,Pediatrics,9,19,1,1,11.11,5.5,20,5,3.91,82,Asthma,9,19,86632,1,11.11,0.23,0,0,0,63,50
4-Jan-2025,Pediatrics,0,18,0,0,0,0.5,22,10,4.71,78,Fever,0,18,28800,0,0,0.18,0,0,0,63,39
4-Jan-2025,Pediatrics,2,9,0,1,50,3.6,20,9,4.04,69,Diarrhea,2,9,27534,1,50,0.31,0,0,0,37,74
4-Jan-2025,Pediatrics,8,0,0,0,0,6.8,19,6,3.69,88,Pneumonia,8,0,79488,1,12.5,0.17,0,0,0,53,34
4-Jan-2025,Pediatrics,14,0,1,2,14.29,6.6,23,10,4.64,81,Malnutrition,14,0,117418,2,14.29,0.32,0,0,0,47,97
4-Jan-2025,Pediatrics,0,39,0,0,0,1.5,22,7,3.97,91,Anemia,0,39,62400,0,0,0.22,0,0,0,31,41
4-Jan-2025,Orthopedics,18,0,2,1,5.56,6.2,17,8,3.73,69,Fracture,18,0,227376,0,0,0.19,5,1,20,23,29
4-Jan-2025,Orthopedics,0,26,0,0,0,2,25,8,4.64,82,Osteoarthritis,0,26,54600,0,0,0.22,15,3,20,6,12
4-Jan-2025,Orthopedics,0,26,0,0,0,1,21,8,4.02,85,Back Pain,0,26,54600,0,0,0.19,13,7,53.85,23,9
4-Jan-2025,Orthopedics,3,0,0,0,0,4.5,27,7,4.14,84,Joint Replacement,3,0,39528,0,0,0.21,9,8,88.89,24,53
4-Jan-2025,Orthopedics,3,17,0,1,33.33,7.3,16,7,3.81,92,Sports Injury,3,17,75663,0,0,0.32,5,2,40,19,37
4-Jan-2025,Orthopedics,5,0,0,1,20,5.6,16,5,4.54,78,Spinal Disorder,5,0,69480,1,20,0.32,10,6,60,15,34
4-Jan-2025,Cardiology,14,0,2,2,14.29,7.8,14,4,3.95,91,Myocardial Infarction,14,0,273266,2,14.29,0.32,0,0,0,46,108
4-Jan-2025,Cardiology,20,0,1,1,5,5.8,12,8,3.75,95,Heart Failure,20,0,396540,3,15,0.24,0,0,0,56,73
4-Jan-2025,Cardiology,9,22,1,1,11.11,4.3,19,4,4.4,83,Arrhythmia,9,22,211933,0,0,0.31,0,0,0,74,109
4-Jan-2025,Cardiology,0,10,0,0,0,0.9,27,5,4,71,Hypertension,0,10,25000,0,0,0.32,0,0,0,59,35
4-Jan-2025,Cardiology,0,30,0,0,0,1,26,7,4.81,93,Stable Angina,0,30,75000,0,0,0.22,0,0,0,84,63
4-Jan-2025,Cardiology,0,13,0,0,0,1.5,13,4,4.87,74,Dyslipidemia,0,13,32500,0,0,0.31,0,0,0,75,18
4-Jan-2025,Pulmonology,3,0,0,0,0,3.3,24,6,4.26,79,COPD,3,0,28521,1,33.33,0.28,0,0,0,66,61
4-Jan-2025,Pulmonology,14,0,1,2,14.29,3.6,28,12,4.41,84,Pneumonia,14,0,109046,1,7.14,0.21,0,0,0,49,32
4-Jan-2025,Pulmonology,2,8,0,0,0,4.2,22,8,4.73,89,Asthma,2,8,30586,1,50,0.17,0,0,0,29,115
4-Jan-2025,Pulmonology,0,15,0,0,0,1.5,18,8,4.63,92,Bronchitis,0,15,25500,0,0,0.21,0,0,0,32,19
4-Jan-2025,Pulmonology,8,0,0,0,0,6.2,16,11,4.53,75,Tuberculosis,8,0,95064,0,0,0.32,0,0,0,78,114
4-Jan-2025,Pulmonology,0,50,0,0,0,2,12,9,3.74,76,Allergic Rhinitis,0,50,85000,0,0,0.27,0,0,0,70,68
5-Jan-2025,General Medicine,3,0,0,1,33.33,4.9,27,8,4.55,82,Sepsis,3,0,16152,0,0,0.17,0,0,0,79,116
5-Jan-2025,General Medicine,4,0,0,0,0,6.2,16,4,4.22,85,Hypertension Crisis,4,0,27496,1,25,0.28,0,0,0,81,105
5-Jan-2025,General Medicine,17,0,3,0,0,3.4,13,10,3.91,90,Pneumonia,17,0,92667,2,11.76,0.2,0,0,0,76,59
5-Jan-2025,General Medicine,0,35,0,0,0,1.8,16,8,4.39,82,Diabetes,0,35,52500,0,0,0.23,0,0,0,87,51
5-Jan-2025,General Medicine,0,21,0,0,0,1.2,18,7,3.62,76,Hypertension,0,21,31500,0,0,0.23,0,0,0,84,105
5-Jan-2025,General Medicine,2,20,0,1,50,7.3,25,11,3.65,80,Fever,2,20,45198,0,0,0.17,0,0,0,74,75
5-Jan-2025,General Medicine,0,35,0,0,0,1.7,17,7,4.62,86,Anemia,0,35,52500,0,0,0.22,0,0,0,29,119
5-Jan-2025,General Surgery,14,0,0,0,0,6.1,12,8,4.64,79,Appendicitis,14,0,183778,1,7.14,0.2,5,4,80,24,19
5-Jan-2025,General Surgery,12,0,0,1,8.33,5.3,20,4,4.84,82,Gallstones,12,0,152256,1,8.33,0.21,15,9,60,22,8
5-Jan-2025,General Surgery,8,0,0,0,0,5.4,12,12,4.79,71,Hernia,8,0,95184,0,0,0.25,6,2,33.33,6,49
5-Jan-2025,General Surgery,0,28,0,0,0,1.6,23,12,4.57,71,Wound Care,0,28,56000,0,0,0.24,8,7,87.5,18,44
5-Jan-2025,General Surgery,0,40,0,0,0,1.3,14,10,4.6,75,Surgical Consult,0,40,80000,0,0,0.16,13,1,7.69,5,34
5-Jan-2025,General Surgery,8,0,0,1,12.5,7.1,25,10,4.46,77,Post-op Infection,8,0,97424,1,12.5,0.25,14,3,21.43,10,11
5-Jan-2025,Nephrology,19,0,2,1,5.26,4.2,20,7,3.76,66,CKD,19,0,156009,0,0,0.28,0,0,0,11,19
5-Jan-2025,Nephrology,20,0,1,3,15,3.3,20,9,4.4,86,AKI,20,0,163320,1,5,0.3,0,0,0,13,50
5-Jan-2025,Nephrology,0,44,0,0,0,1.5,18,11,3.55,78,Hemodialysis,0,44,79200,0,0,0.3,0,0,0,10,44
5-Jan-2025,Nephrology,5,24,0,1,20,3.8,24,7,4.12,82,UTI,5,24,85215,1,20,0.32,0,0,0,11,25
5-Jan-2025,Nephrology,16,0,1,1,6.25,3.3,22,4,4.73,78,Renal Calculi,16,0,141680,0,0,0.17,0,0,0,17,26
5-Jan-2025,Nephrology,0,17,0,0,0,1.5,13,9,4.9,77,Follow-up Nephropathy,0,17,30600,0,0,0.29,0,0,0,14,55
5-Jan-2025,Neurology,4,0,0,0,0,6.3,24,10,3.9,74,Stroke,4,0,47232,1,25,0.27,0,0,0,24,34
5-Jan-2025,Neurology,6,7,0,1,16.67,6.7,13,5,3.72,93,Epilepsy,6,7,94378,0,0,0.22,0,0,0,22,35
5-Jan-2025,Neurology,0,19,0,0,0,0.7,13,5,3.95,75,Migraine,0,19,41800,0,0,0.22,0,0,0,20,56
5-Jan-2025,Neurology,0,25,0,0,0,1.7,15,11,3.81,90,Neuropathy,0,25,55000,0,0,0.24,0,0,0,7,6
5-Jan-2025,Neurology,13,0,1,0,0,5.4,19,8,3.82,71,Meningitis,13,0,168051,1,7.69,0.18,0,0,0,5,10
5-Jan-2025,Neurology,0,49,0,0,0,1.2,12,7,3.72,79,Parkinsonism,0,49,107800,0,0,0.18,0,0,0,5,48
5-Jan-2025,Gynecology & OBG,3,0,0,1,33.33,3.3,14,12,3.93,76,Normal Delivery,3,0,31374,1,33.33,0.24,10,1,10,23,53
5-Jan-2025,Gynecology & OBG,17,0,2,2,11.76,5.4,12,4,4.24,95,C-Section,17,0,141440,2,11.76,0.24,11,5,45.45,22,41
5-Jan-2025,Gynecology & OBG,0,42,0,0,0,0.6,22,10,4.62,70,PCOS,0,42,84000,0,0,0.29,15,0,0,12,5
5-Jan-2025,Gynecology & OBG,0,32,0,0,0,0.7,28,11,4.36,88,Antenatal Checkup,0,32,64000,0,0,0.21,8,8,100,17,28
5-Jan-2025,Gynecology & OBG,15,0,1,0,0,5.9,17,4,4.66,92,Fibroid Uterus,15,0,112110,2,13.33,0.25,15,7,46.67,6,23
5-Jan-2025,Gynecology & OBG,0,34,0,0,0,0.8,21,4,4.79,70,Menstrual Disorder,0,34,68000,0,0,0.23,9,8,88.89,24,19
5-Jan-2025,Pediatrics,9,15,1,0,0,3.3,12,5,3.57,90,Asthma,9,15,103551,0,0,0.31,0,0,0,86,51
5-Jan-2025,Pediatrics,0,36,0,0,0,0.5,23,8,4.78,67,Fever,0,36,57600,0,0,0.18,0,0,0,53,65
5-Jan-2025,Pediatrics,12,20,2,1,8.33,5.2,12,10,4.3,81,Diarrhea,12,20,145496,0,0,0.19,0,0,0,30,71
5-Jan-2025,Pediatrics,9,0,1,0,0,6.7,26,8,3.74,86,Pneumonia,9,0,77589,0,0,0.22,0,0,0,80,115
5-Jan-2025,Pediatrics,7,0,0,0,0,6.7,14,10,4.18,74,Malnutrition,7,0,55062,1,14.29,0.22,0,0,0,49,113
5-Jan-2025,Pediatrics,0,44,0,0,0,1.7,23,10,3.81,87,Anemia,0,44,70400,0,0,0.2,0,0,0,34,63
5-Jan-2025,Orthopedics,3,0,0,0,0,4.4,19,7,4.57,76,Fracture,3,0,39372,0,0,0.28,6,2,33.33,23,5
5-Jan-2025,Orthopedics,0,17,0,0,0,0.8,26,11,3.87,79,Osteoarthritis,0,17,35700,0,0,0.3,14,12,85.71,11,15
5-Jan-2025,Orthopedics,0,39,0,0,0,1.7,23,9,4.45,79,Back Pain,0,39,81900,0,0,0.24,7,0,0,23,33
5-Jan-2025,Orthopedics,18,0,2,1,5.56,6.8,21,11,4.64,88,Joint Replacement,18,0,218754,1,5.56,0.26,7,4,57.14,18,44
5-Jan-2025,Orthopedics,6,5,1,0,0,4.3,19,11,4.72,66,Sports Injury,6,5,111054,0,0,0.32,11,2,18.18,9,14
5-Jan-2025,Orthopedics,19,0,2,0,0,4.2,26,6,3.5,68,Spinal Disorder,19,0,331398,0,0,0.2,8,0,0,13,54
5-Jan-2025,Cardiology,18,0,1,2,11.11,5.5,19,6,3.61,85,Myocardial Infarction,18,0,395748,0,0,0.3,0,0,0,55,59
5-Jan-2025,Cardiology,5,0,0,0,0,5.1,22,5,4.46,84,Heart Failure,5,0,104105,1,20,0.17,0,0,0,42,79
5-Jan-2025,Cardiology,2,23,0,0,0,6.1,13,4,4.77,87,Arrhythmia,2,23,94494,1,50,0.27,0,0,0,28,104
5-Jan-2025,Cardiology,0,24,0,0,0,1.2,24,7,3.78,92,Hypertension,0,24,60000,0,0,0.22,0,0,0,72,88
5-Jan-2025,Cardiology,0,15,0,0,0,1.5,13,6,4.08,78,Stable Angina,0,15,37500,0,0,0.25,0,0,0,46,32
5-Jan-2025,Cardiology,0,25,0,0,0,1,19,10,3.84,77,Dyslipidemia,0,25,62500,0,0,0.23,0,0,0,27,49
5-Jan-2025,Pulmonology,3,0,0,1,33.33,6.7,28,9,3.63,80,COPD,3,0,35511,0,0,0.2,0,0,0,45,99
5-Jan-2025,Pulmonology,19,0,3,0,0,5.1,15,9,4.7,89,Pneumonia,19,0,137579,2,10.53,0.2,0,0,0,27,27
5-Jan-2025,Pulmonology,7,17,0,0,0,7.7,14,11,3.77,80,Asthma,7,17,99005,1,14.29,0.17,0,0,0,44,11
5-Jan-2025,Pulmonology,0,48,0,0,0,1,14,8,4.04,93,Bronchitis,0,48,81600,0,0,0.18,0,0,0,90,40
5-Jan-2025,Pulmonology,16,0,2,0,0,5.1,18,5,4.83,71,Tuberculosis,16,0,145728,1,6.25,0.26,0,0,0,37,119
5-Jan-2025,Pulmonology,0,23,0,0,0,1.6,19,5,4.27,69,Allergic Rhinitis,0,23,39100,0,0,0.29,0,0,0,67,16
6-Jan-2025,General Medicine,6,0,0,0,0,6.3,18,5,4.3,82,Sepsis,6,0,42654,1,16.67,0.25,0,0,0,84,105
6-Jan-2025,General Medicine,8,0,0,1,12.5,6.2,19,10,4.21,82,Hypertension Crisis,8,0,52040,0,0,0.22,0,0,0,71,104
6-Jan-2025,General Medicine,11,0,2,1,9.09,5.2,25,7,3.63,83,Pneumonia,11,0,86075,0,0,0.26,0,0,0,69,118
6-Jan-2025,General Medicine,0,39,0,0,0,1.5,19,12,4.29,94,Diabetes,0,39,58500,0,0,0.23,0,0,0,27,38
6-Jan-2025,General Medicine,0,35,0,0,0,1.6,28,11,3.56,90,Hypertension,0,35,52500,0,0,0.23,0,0,0,26,53
6-Jan-2025,General Medicine,7,6,0,1,14.29,3.8,23,8,4.74,79,Fever,7,6,61654,1,14.29,0.22,0,0,0,54,26
6-Jan-2025,General Medicine,0,11,0,0,0,1.5,20,11,3.82,85,Anemia,0,11,16500,0,0,0.3,0,0,0,74,29
6-Jan-2025,General Surgery,17,0,2,2,11.76,7.5,23,8,4.27,84,Appendicitis,17,0,193324,1,5.88,0.17,8,3,37.5,14,26
6-Jan-2025,General Surgery,16,0,3,0,0,3.4,25,12,3.97,94,Gallstones,16,0,214720,1,6.25,0.32,10,1,10,25,34
6-Jan-2025,General Surgery,17,0,1,0,0,6.6,20,8,3.7,75,Hernia,17,0,234702,1,5.88,0.27,9,0,0,9,20
6-Jan-2025,General Surgery,0,22,0,0,0,1.1,21,12,4.44,70,Wound Care,0,22,44000,0,0,0.18,10,4,40,6,19
6-Jan-2025,General Surgery,0,26,0,0,0,1.2,20,4,3.8,85,Surgical Consult,0,26,52000,0,0,0.25,5,0,0,12,58
6-Jan-2025,General Surgery,10,0,1,1,10,4.7,24,6,3.7,84,Post-op Infection,10,0,105150,1,10,0.18,13,13,100,22,19
6-Jan-2025,Nephrology,11,0,1,1,9.09,6.4,12,7,3.75,91,CKD,11,0,104511,0,0,0.17,0,0,0,8,26
6-Jan-2025,Nephrology,7,0,0,0,0,7.2,20,11,3.93,67,AKI,7,0,60900,1,14.29,0.19,0,0,0,14,37
6-Jan-2025,Nephrology,0,30,0,0,0,1.5,17,11,3.83,71,Hemodialysis,0,30,54000,0,0,0.27,0,0,0,8,14
6-Jan-2025,Nephrology,8,24,0,1,12.5,5.5,12,5,4.64,90,UTI,8,24,124488,1,12.5,0.26,0,0,0,20,28
6-Jan-2025,Nephrology,10,0,1,1,10,4.9,12,8,3.51,88,Renal Calculi,10,0,90820,1,10,0.17,0,0,0,22,59
6-Jan-2025,Nephrology,0,21,0,0,0,0.7,14,9,4.29,81,Follow-up Nephropathy,0,21,37800,0,0,0.29,0,0,0,9,47
6-Jan-2025,Neurology,20,0,2,3,15,5.7,28,9,4.18,68,Stroke,20,0,217960,0,0,0.33,0,0,0,12,26
6-Jan-2025,Neurology,5,12,0,0,0,6.7,28,12,3.66,93,Epilepsy,5,12,80550,0,0,0.21,0,0,0,19,28
6-Jan-2025,Neurology,0,47,0,0,0,1.7,25,12,4.03,73,Migraine,0,47,103400,0,0,0.29,0,0,0,23,46
6-Jan-2025,Neurology,0,33,0,0,0,1.4,27,7,4.77,87,Neuropathy,0,33,72600,0,0,0.19,0,0,0,15,15
6-Jan-2025,Neurology,8,0,1,0,0,3.2,13,8,3.61,82,Meningitis,8,0,79944,1,12.5,0.18,0,0,0,9,53
6-Jan-2025,Neurology,0,17,0,0,0,1.4,25,7,4.4,71,Parkinsonism,0,17,37400,0,0,0.22,0,0,0,5,28
6-Jan-2025,Gynecology & OBG,17,0,2,0,0,6.1,27,10,3.51,85,Normal Delivery,17,0,197506,0,0,0.3,15,0,0,25,13
6-Jan-2025,Gynecology & OBG,9,0,0,0,0,3.1,25,8,4.62,93,C-Section,9,0,70389,1,11.11,0.24,14,11,78.57,9,60
6-Jan-2025,Gynecology & OBG,0,37,0,0,0,1.8,17,5,4.59,81,PCOS,0,37,74000,0,0,0.22,6,4,66.67,15,26
6-Jan-2025,Gynecology & OBG,0,47,0,0,0,1.5,22,7,3.56,88,Antenatal Checkup,0,47,94000,0,0,0.33,13,4,30.77,23,32
6-Jan-2025,Gynecology & OBG,19,0,2,2,10.53,6.1,28,8,4.82,79,Fibroid Uterus,19,0,227677,0,0,0.31,8,5,62.5,15,38
6-Jan-2025,Gynecology & OBG,0,20,0,0,0,1.2,17,7,4.49,68,Menstrual Disorder,0,20,40000,0,0,0.31,9,7,77.78,5,29
6-Jan-2025,Pediatrics,4,19,0,1,25,5.9,15,11,4.05,87,Asthma,4,19,62552,0,0,0.29,0,0,0,89,77
6-Jan-2025,Pediatrics,0,30,0,0,0,1.1,24,5,3.81,68,Fever,0,30,48000,0,0,0.29,0,0,0,43,13
6-Jan-2025,Pediatrics,7,22,0,0,0,7.8,19,4,4.25,88,Diarrhea,7,22,98823,0,0,0.3,0,0,0,37,100
6-Jan-2025,Pediatrics,5,0,0,1,20,3.5,19,9,3.73,65,Pneumonia,5,0,37500,0,0,0.26,0,0,0,26,53
6-Jan-2025,Pediatrics,6,0,0,1,16.67,5.8,17,12,4.15,92,Malnutrition,6,0,55218,1,16.67,0.24,0,0,0,27,41
6-Jan-2025,Pediatrics,0,42,0,0,0,1.6,21,7,3.58,85,Anemia,0,42,67200,0,0,0.26,0,0,0,61,114
6-Jan-2025,Orthopedics,4,0,0,0,0,4.5,15,12,3.62,90,Fracture,4,0,53416,0,0,0.27,10,5,50,20,30
6-Jan-2025,Orthopedics,0,34,0,0,0,0.8,12,5,3.76,93,Osteoarthritis,0,34,71400,0,0,0.22,8,0,0,21,16
6-Jan-2025,Orthopedics,0,30,0,0,0,1.5,23,5,3.62,68,Back Pain,0,30,63000,0,0,0.22,5,4,80,20,40
6-Jan-2025,Orthopedics,4,0,0,0,0,4.9,23,5,3.68,94,Joint Replacement,4,0,51900,1,25,0.19,12,0,0,13,26
6-Jan-2025,Orthopedics,7,8,0,1,14.29,4.8,19,4,4.03,66,Sports Injury,7,8,125020,1,14.29,0.31,13,11,84.62,15,31
6-Jan-2025,Orthopedics,6,0,0,1,16.67,6.2,28,6,3.8,72,Spinal Disorder,6,0,82530,1,16.67,0.25,11,8,72.73,5,36
6-Jan-2025,Cardiology,12,0,1,2,16.67,3.6,18,12,4.05,72,Myocardial Infarction,12,0,241248,0,0,0.25,0,0,0,85,75
6-Jan-2025,Cardiology,10,0,0,0,0,5.2,13,5,4.44,68,Heart Failure,10,0,204750,1,10,0.24,0,0,0,45,22
6-Jan-2025,Cardiology,8,17,0,0,0,4.8,24,10,4.19,78,Arrhythmia,8,17,213532,1,12.5,0.27,0,0,0,57,64
6-Jan-2025,Cardiology,0,31,0,0,0,0.9,23,6,4.01,86,Hypertension,0,31,77500,0,0,0.18,0,0,0,60,51
6-Jan-2025,Cardiology,0,33,0,0,0,1,18,7,4.64,70,Stable Angina,0,33,82500,0,0,0.16,0,0,0,89,86
6-Jan-2025,Cardiology,0,16,0,0,0,1.8,21,10,3.94,90,Dyslipidemia,0,16,40000,0,0,0.31,0,0,0,55,99
6-Jan-2025,Pulmonology,10,0,0,1,10,6.2,16,9,4.24,95,COPD,10,0,96860,0,0,0.17,0,0,0,76,39
6-Jan-2025,Pulmonology,4,0,0,1,25,3.3,17,5,4.41,65,Pneumonia,4,0,39048,1,25,0.27,0,0,0,30,73
6-Jan-2025,Pulmonology,9,21,1,0,0,7.5,17,11,3.65,82,Asthma,9,21,137067,1,11.11,0.27,0,0,0,62,11
6-Jan-2025,Pulmonology,0,42,0,0,0,0.6,15,7,3.5,71,Bronchitis,0,42,71400,0,0,0.17,0,0,0,60,76
6-Jan-2025,Pulmonology,20,0,1,1,5,3.7,19,7,4.04,65,Tuberculosis,20,0,183020,2,10,0.24,0,0,0,86,54
6-Jan-2025,Pulmonology,0,17,0,0,0,1.4,15,12,3.8,72,Allergic Rhinitis,0,17,28900,0,0,0.17,0,0,0,46,72
7-Jan-2025,General Medicine,12,0,1,2,16.67,4.2,15,12,4.19,75,Sepsis,12,0,88992,0,0,0.27,0,0,0,26,82
7-Jan-2025,General Medicine,11,0,1,0,0,6.5,22,11,4.77,73,Hypertension Crisis,11,0,67584,1,9.09,0.2,0,0,0,89,28
7-Jan-2025,General Medicine,18,0,2,3,16.67,7.5,26,10,3.99,66,Pneumonia,18,0,120726,2,11.11,0.21,0,0,0,52,57
7-Jan-2025,General Medicine,0,14,0,0,0,1,22,8,4.71,94,Diabetes,0,14,21000,0,0,0.28,0,0,0,44,120
7-Jan-2025,General Medicine,0,49,0,0,0,1.1,15,5,3.83,69,Hypertension,0,49,73500,0,0,0.18,0,0,0,61,119
7-Jan-2025,General Medicine,11,6,1,1,9.09,5,26,5,3.78,69,Fever,11,6,78685,0,0,0.16,0,0,0,70,74
7-Jan-2025,General Medicine,0,10,0,0,0,0.9,20,11,4.25,74,Anemia,0,10,15000,0,0,0.27,0,0,0,65,117
7-Jan-2025,General Surgery,5,0,0,1,20,4.1,26,7,4.48,74,Appendicitis,5,0,69625,0,0,0.3,8,0,0,23,58
7-Jan-2025,General Surgery,13,0,0,1,7.69,4.5,17,6,4.05,71,Gallstones,13,0,171002,1,7.69,0.29,6,4,66.67,8,29
7-Jan-2025,General Surgery,19,0,1,0,0,7.5,20,12,3.91,79,Hernia,19,0,279737,0,0,0.3,5,3,60,16,22
7-Jan-2025,General Surgery,0,41,0,0,0,1.5,14,12,4.8,90,Wound Care,0,41,82000,0,0,0.18,13,8,61.54,16,11
7-Jan-2025,General Surgery,0,18,0,0,0,0.9,26,11,4.89,66,Surgical Consult,0,18,36000,0,0,0.23,13,1,7.69,21,37
7-Jan-2025,General Surgery,11,0,1,1,9.09,6.6,28,8,3.55,90,Post-op Infection,11,0,124190,0,0,0.25,8,8,100,21,32
7-Jan-2025,Nephrology,12,0,1,1,8.33,3.2,18,6,4.37,80,CKD,12,0,118176,0,0,0.32,0,0,0,22,23
7-Jan-2025,Nephrology,20,0,2,3,15,3.7,21,10,4.51,93,AKI,20,0,228880,0,0,0.26,0,0,0,15,31
7-Jan-2025,Nephrology,0,26,0,0,0,1.7,20,8,4.51,66,Hemodialysis,0,26,46800,0,0,0.26,0,0,0,25,43
7-Jan-2025,Nephrology,8,15,0,1,12.5,3.6,24,6,4.73,76,UTI,8,15,115960,0,0,0.26,0,0,0,24,54
7-Jan-2025,Nephrology,10,0,0,1,10,6.3,27,11,4.2,66,Renal Calculi,10,0,80020,0,0,0.28,0,0,0,19,13
7-Jan-2025,Nephrology,0,25,0,0,0,1.7,19,9,4.32,70,Follow-up Nephropathy,0,25,45000,0,0,0.29,0,0,0,12,13
7-Jan-2025,Neurology,6,0,0,0,0,4.8,27,6,3.52,68,Stroke,6,0,63972,1,16.67,0.27,0,0,0,20,26
7-Jan-2025,Neurology,5,24,0,0,0,7.3,24,9,3.87,85,Epilepsy,5,24,119110,0,0,0.2,0,0,0,24,46
7-Jan-2025,Neurology,0,25,0,0,0,1.7,27,11,4.18,71,Migraine,0,25,55000,0,0,0.16,0,0,0,13,60
7-Jan-2025,Neurology,0,37,0,0,0,1,26,7,3.79,82,Neuropathy,0,37,81400,0,0,0.22,0,0,0,10,25
7-Jan-2025,Neurology,13,0,1,2,15.38,6.7,18,6,3.79,95,Meningitis,13,0,178295,0,0,0.2,0,0,0,12,37
7-Jan-2025,Neurology,0,21,0,0,0,1.4,25,10,4.27,75,Parkinsonism,0,21,46200,0,0,0.26,0,0,0,10,16
7-Jan-2025,Gynecology & OBG,9,0,0,1,11.11,7.7,17,11,3.67,76,Normal Delivery,9,0,106119,0,0,0.26,9,3,33.33,20,6
7-Jan-2025,Gynecology & OBG,20,0,1,2,10,7.8,28,4,4.56,87,C-Section,20,0,149580,3,15,0.21,10,8,80,8,20
7-Jan-2025,Gynecology & OBG,0,37,0,0,0,0.9,13,11,3.87,86,PCOS,0,37,74000,0,0,0.3,9,3,33.33,20,59
7-Jan-2025,Gynecology & OBG,0,26,0,0,0,1.9,27,8,4.46,89,Antenatal Checkup,0,26,52000,0,0,0.2,7,2,28.57,6,16
7-Jan-2025,Gynecology & OBG,15,0,1,0,0,6.2,23,11,3.78,74,Fibroid Uterus,15,0,139545,1,6.67,0.2,7,7,100,14,35
7-Jan-2025,Gynecology & OBG,0,45,0,0,0,1.6,25,9,3.87,83,Menstrual Disorder,0,45,90000,0,0,0.27,11,7,63.64,15,27
7-Jan-2025,Pediatrics,10,15,1,0,0,3.9,19,4,4.17,70,Asthma,10,15,107140,0,0,0.28,0,0,0,72,109
7-Jan-2025,Pediatrics,0,32,0,0,0,1.9,13,7,4.16,82,Fever,0,32,51200,0,0,0.29,0,0,0,28,34
7-Jan-2025,Pediatrics,5,14,0,0,0,3.7,15,11,4.88,65,Diarrhea,5,14,62410,1,20,0.25,0,0,0,34,15
7-Jan-2025,Pediatrics,17,0,3,1,5.88,4.9,17,10,3.71,83,Pneumonia,17,0,156859,2,11.76,0.21,0,0,0,43,80
7-Jan-2025,Pediatrics,19,0,2,3,15.79,7.9,27,11,4.22,77,Malnutrition,19,0,144628,2,10.53,0.16,0,0,0,82,64
7-Jan-2025,Pediatrics,0,20,0,0,0,0.6,24,11,3.61,94,Anemia,0,20,32000,0,0,0.22,0,0,0,25,92
7-Jan-2025,Orthopedics,20,0,2,0,0,7,13,12,3.55,83,Fracture,20,0,264720,3,15,0.31,9,2,22.22,14,22
7-Jan-2025,Orthopedics,0,32,0,0,0,1.3,15,9,3.78,93,Osteoarthritis,0,32,67200,0,0,0.25,13,11,84.62,18,18
7-Jan-2025,Orthopedics,0,10,0,0,0,0.6,20,10,3.66,65,Back Pain,0,10,21000,0,0,0.3,8,5,62.5,16,29
7-Jan-2025,Orthopedics,12,0,0,0,0,3.6,26,11,4.36,76,Joint Replacement,12,0,154716,1,8.33,0.23,12,1,8.33,22,41
7-Jan-2025,Orthopedics,10,5,0,1,10,4.8,12,11,3.87,68,Sports Injury,10,5,184940,0,0,0.25,8,4,50,9,52
7-Jan-2025,Orthopedics,7,0,1,0,0,5.9,13,11,4.9,81,Spinal Disorder,7,0,112532,0,0,0.26,11,7,63.64,19,36
7-Jan-2025,Cardiology,8,0,1,1,12.5,5.6,26,12,4.33,78,Myocardial Infarction,8,0,154440,1,12.5,0.21,0,0,0,74,100
7-Jan-2025,Cardiology,12,0,0,2,16.67,4.9,25,6,4.84,83,Heart Failure,12,0,192528,0,0,0.29,0,0,0,28,94
7-Jan-2025,Cardiology,4,14,0,1,25,6.3,27,8,4.25,94,Arrhythmia,4,14,121092,1,25,0.3,0,0,0,63,42
